,0,1,2,3,4,5
0,SZ000166,3,中央汇金投资有限责任公司,55.67%,2,中国光大集团股份公司
0,SZ000166,3,中央汇金投资有限责任公司,100.00%,2,中央汇金资产管理有限责任公司
0,SH603306,2,金威国际有限公司,59.27%,1,华懋(厦门)新材料科技股份有限公司
0,SH603306,3,赖方静静,15.00%,2,金威国际有限公司
0,SH603306,3,赖敏聪,16.50%,2,金威国际有限公司
0,SH603306,3,赖嘉慧,4.00%,2,金威国际有限公司
0,SH603306,3,王雅筠,18.00%,2,金威国际有限公司
0,SH600984,2,陕西建设机械(集团)有限责任公司,21.25%,1,陕西建设机械股份有限公司
0,SH600984,3,西安重工装备制造集团有限公司,100.00%,2,陕西建设机械(集团)有限责任公司
0,SH600984,4,陕西煤业化工集团有限责任公司,100.00%,3,西安重工装备制造集团有限公司
0,SH600984,5,陕西省人民政府国有资产监督管理委员会,100.00%,4,陕西煤业化工集团有限责任公司
0,SH603328,2,依顿投资有限公司,78.45%,1,广东依顿电子科技股份有限公司
0,SH603328,3,高树有限公司,100.00%,2,依顿投资有限公司
0,SH603328,4,李铭浚,33.33%,3,高树有限公司
0,SH603328,4,李永胜,33.33%,3,高树有限公司
0,SH603328,4,李永强,33.33%,3,高树有限公司
0,SZ000520,2,天津顺航海运有限公司,17.89%,1,长航凤凰股份有限公司
0,SZ000520,3,天津市港海船务有限公司,60.00%,2,天津顺航海运有限公司
0,SZ000520,3,浙江港海投资管理有限公司,40.00%,2,天津顺航海运有限公司
0,SZ000520,4,陈德顺,99.00%,3,天津市港海船务有限公司
0,SZ000520,4,港海(天津)控股有限公司,100.00%,3,浙江港海投资管理有限公司
0,SZ000520,5,陈德顺,22.64%,4,港海(天津)控股有限公司
0,SZ000520,5,天津市港海船务有限公司,77.36%,4,港海(天津)控股有限公司
0,SH600470,2,铜陵化学工业集团有限公司,25.49%,1,安徽六国化工股份有限公司
0,SH600470,3,铜陵市华盛化工投资有限公司,55.07%,2,铜陵化学工业集团有限公司
0,SH600470,4,铜陵市国有资产监督管理委员会,100.00%,3,铜陵市华盛化工投资有限公司
0,SZ300055,2,王飘扬,27.65%,1,北京万邦达环保技术股份有限公司
0,SZ002001,2,新和成控股集团有限公司,56.36%,1,浙江新和成股份有限公司
0,SZ002001,2,胡柏藩,0.52%,1,浙江新和成股份有限公司
0,SZ002001,3,胡柏藩,53.76%,2,新和成控股集团有限公司
0,SZ002769,2,陈书智,25.34%,1,深圳市普路通供应链管理股份有限公司
0,SZ002769,2,深圳市聚智通信息技术有限公司,5.24%,1,深圳市普路通供应链管理股份有限公司
0,SZ002769,3,陈书智,90.00%,2,深圳市聚智通信息技术有限公司
0,SZ002597,2,杨迎春,0.68%,1,安徽金禾实业股份有限公司
0,SZ002597,2,安徽金瑞投资集团有限公司,51.76%,1,安徽金禾实业股份有限公司
0,SZ002597,3,杨迎春,24.49%,2,安徽金瑞投资集团有限公司
0,SZ002193,2,山东济宁如意进出口有限公司,1.80%,1,山东济宁如意毛纺织股份有限公司
0,SZ002193,2,山东如意毛纺集团有限责任公司,16.07%,1,山东济宁如意毛纺织股份有限公司
0,SZ002193,2,邱亚夫,0.02%,1,山东济宁如意毛纺织股份有限公司
0,SZ002193,3,山东如意科技集团有限公司,100.00%,2,山东济宁如意进出口有限公司
0,SZ002193,3,山东如意科技集团有限公司,52.01%,2,山东如意毛纺集团有限责任公司
0,SZ002193,4,济宁如意投资有限公司,53.33%,3,山东如意科技集团有限公司
0,SZ002193,5,邱亚夫,51.00%,4,济宁如意投资有限公司
0,SZ300006,2,邱宇,22.71%,1,重庆莱美药业股份有限公司
0,SZ300006,2,西藏莱美医药投资有限公司,5.95%,1,重庆莱美药业股份有限公司
0,SZ300006,3,邱宇,100.00%,2,西藏莱美医药投资有限公司
0,SZ300135,2,周秀凤,4.73%,1,江苏宝利国际投资股份有限公司
0,SZ300135,2,周德洪,30.08%,1,江苏宝利国际投资股份有限公司
0,SH600207,2,河南投资集团有限公司,47.26%,1,河南安彩高科股份有限公司
0,SH600207,3,河南省发展和改革委员会,100.00%,2,河南投资集团有限公司
0,SZ002724,2,徐素,2.85%,1,海洋王照明科技股份有限公司
0,SZ002724,2,周明杰,70.42%,1,海洋王照明科技股份有限公司
0,SH600397,2,江西省能源集团公司,39.34%,1,安源煤业集团股份有限公司
0,SH600397,3,江西省国有资产监督管理委员会,100.00%,2,江西省能源集团公司
0,SZ002057,2,中国中钢股份有限公司,25.94%,1,中钢集团安徽天源科技股份有限公司
0,SZ002057,2,中钢集团马鞍山矿山研究院有限公司,8.28%,1,中钢集团安徽天源科技股份有限公司
0,SZ002057,3,中国中钢股份有限公司,100.00%,2,中钢集团马鞍山矿山研究院有限公司
0,SZ002057,3,中钢资产管理有限责任公司,1.00%,2,中国中钢股份有限公司
0,SZ002057,3,中国中钢集团公司,99.00%,2,中国中钢股份有限公司
0,SZ002057,4,中国中钢集团公司,100.00%,3,中钢资产管理有限责任公司
0,SZ002386,2,宜宾市国有资产经营有限公司,17.52%,1,宜宾天原集团股份有限公司
0,SZ002386,3,宜宾市政府国有资产监督管理委员会,100.00%,2,宜宾市国有资产经营有限公司
0,SZ002748,2,江西大龙实业有限公司,37.55%,1,江西世龙实业股份有限公司
0,SZ002748,2,江西电化高科有限责任公司,7.67%,1,江西世龙实业股份有限公司
0,SZ002748,3,江西电化高科有限责任公司,93.88%,2,江西大龙实业有限公司
0,SZ300331,2,陈林森,27.01%,1,苏州苏大维格光电科技股份有限公司
0,SZ002362,2,刘迎建,22.43%,1,汉王科技股份有限公司
0,SZ002362,2,徐冬青,10.75%,1,汉王科技股份有限公司
0,SH603822,2,桐乡市顺昌投资有限公司,44.65%,1,浙江嘉澳环保科技股份有限公司
0,SH603822,3,沈健,95.25%,2,桐乡市顺昌投资有限公司
0,SH601999,2,辽宁出版集团有限公司,67.52%,1,北方联合出版传媒(集团)股份有限公司
0,SH601999,3,辽宁省人民政府国有资产监督管理委员会,100.00%,2,辽宁出版集团有限公司
0,SZ000625,2,中国长安汽车集团股份有限公司,40.88%,1,重庆长安汽车股份有限公司
0,SZ000625,2,中汇富通投资有限公司,0.94%,1,重庆长安汽车股份有限公司
0,SZ000625,3,中国南方工业集团公司,77.00%,2,中国长安汽车集团股份有限公司
0,SZ000625,3,中国长安汽车集团股份有限公司,100.00%,2,中汇富通投资有限公司
0,SZ000625,4,国务院国有资产监督管理委员会,100.00%,3,中国南方工业集团公司
0,SZ300259,2,费战波,35.52%,1,新天科技股份有限公司
0,SZ300259,2,费占军,9.06%,1,新天科技股份有限公司
0,SZ000551,2,苏州创元投资发展(集团)有限公司,34.33%,1,创元科技股份有限公司
0,SZ000551,3,苏州市人民政府,100.00%,2,苏州创元投资发展(集团)有限公司
0,SZ002194,2,王丽丽,28.45%,1,武汉凡谷电子技术股份有限公司
0,SZ002194,2,富诚海富通稳胜共赢十七号专项资产管理计划(王丽丽通过资产管理计划增持),0.13%,1,武汉凡谷电子技术股份有限公司
0,SZ002194,2,孟庆南,29.34%,1,武汉凡谷电子技术股份有限公司
0,SZ002194,3,王丽丽,100%,2,富诚海富通稳胜共赢十七号专项资产管理计划(王丽丽通过资产管理计划增持)
0,SZ002635,2,王春生,25.00%,1,苏州安洁科技股份有限公司
0,SZ002635,2,吕莉,35.18%,1,苏州安洁科技股份有限公司
0,SH600345,2,烽火科技集团有限公司,28.63%,1,武汉长江通信产业集团股份有限公司
0,SH600345,3,武汉邮电科学研究院,92.69%,2,烽火科技集团有限公司
0,SH600345,4,国务院国有资产监督管理委员会,100.00%,3,武汉邮电科学研究院
0,SZ002015,2,上海惇德股权投资有限公司,10.78%,1,江苏霞客环保色纺股份有限公司
0,SZ300185,2,司兴奎,13.76%,1,通裕重工股份有限公司
0,SZ300278,2,颜华,30.15%,1,湖北华昌达智能装备股份有限公司
0,SZ300278,2,罗慧,2.66%,1,湖北华昌达智能装备股份有限公司
0,SH600135,2,中国乐凯集团有限公司,34.11%,1,乐凯胶片股份有限公司
0,SH600135,2,航天科技财务有限责任公司,0.27%,1,乐凯胶片股份有限公司
0,SH600135,3,中国航天科技集团公司,30.20%,2,航天科技财务有限责任公司
0,SH600135,3,中国乐凯集团有限公司,0.68%,2,航天科技财务有限责任公司
0,SH600135,3,中国航天科技集团公司,100.00%,2,中国乐凯集团有限公司
0,SH600135,3,中国航天科技集团公司,30.20%,2,航天科技财务有限责任公司
0,SH600135,4,国务院国有资产监督管理委员会,100.00%,3,中国航天科技集团公司
0,SH600973,2,宝胜集团有限公司,26.02%,1,宝胜科技创新股份有限公司
0,SH600973,3,中航工业机电系统有限公司,75.00%,2,宝胜集团有限公司
0,SH600973,3,扬州市人民政府国有资产监督管理委员会,25.00%,2,宝胜集团有限公司
0,SH600973,4,中国航空工业集团公司,100.00%,3,中航工业机电系统有限公司
0,SZ002605,2,姚文琛,12.38%,1,上海姚记扑克股份有限公司
0,SZ002605,2,邱金兰,4.55%,1,上海姚记扑克股份有限公司
0,SZ002605,2,姚硕榆,11.23%,1,上海姚记扑克股份有限公司
0,SZ002605,2,姚朔斌,18.85%,1,上海姚记扑克股份有限公司
0,SZ002605,2,姚晓丽,18.72%,1,上海姚记扑克股份有限公司
0,SZ000930,2,大耀香港有限公司,15.76%,1,中粮生物化学(安徽)股份有限公司
0,SZ000930,3,Core Success investments Limited(BVI),100.00%,2,大耀香港有限公司
0,SZ000930,4,Starry Horuzon Limited(BVI),100.00%,3,Core Success investments Limited(BVI)
0,SZ000930,5,中粮集团(香港)有限公司,100.00%,4,Starry Horuzon Limited(BVI)
0,SZ000930,6,中粮集团有限公司,100.00%,5,中粮集团(香港)有限公司
0,SZ000930,7,国务院国有资产监督管理委员会,100.00%,6,中粮集团有限公司
0,SH600485,2,王靖,34.58%,1,北京信威科技集团股份有限公司
0,SZ300400,2,吴限,34.05%,1,深圳市劲拓自动化设备股份有限公司
0,SZ000571,2,深圳市尚衡冠通投资企业(有限合伙),10.99%,1,新大洲控股股份有限公司
0,SH601313,2,金祖铭,8.82%,1,江南嘉捷电梯股份有限公司
0,SH601313,2,金志峰,20.75%,1,江南嘉捷电梯股份有限公司
0,SH600180,2,万永兴,3.07%,1,瑞茂通供应链管理股份有限公司
0,SH600180,2,郑州瑞茂通供应链有限公司,60.81%,1,瑞茂通供应链管理股份有限公司
0,SH600180,3,郑州中瑞实业集团有限公司,100.00%,2,郑州瑞茂通供应链有限公司
0,SH600180,4,万永兴,10.50%,3,郑州中瑞实业集团有限公司
0,SH600180,4,郑州瑞昌企业管理咨询有限公司,85.00%,3,郑州中瑞实业集团有限公司
0,SH600180,5,万永兴,70.00%,4,郑州瑞昌企业管理咨询有限公司
0,SH603958,2,珍兴国际股份有限公司,68.26%,1,哈森商贸(中国)股份有限公司
0,SH603958,3,"HARRISON SHOES INT’L CO.,LTD.(BVI)",100.00%,2,珍兴国际股份有限公司
0,SH603958,4,陈芳德,2.00%,3,"HARRISON SHOES INT’L CO.,LTD.(BVI)"
0,SH603958,4,吴珍芳,12.54%,3,"HARRISON SHOES INT’L CO.,LTD.(BVI)"
0,SH603958,4,陈玉兴,3.07%,3,"HARRISON SHOES INT’L CO.,LTD.(BVI)"
0,SH603958,4,陈玉珍,52.74%,3,"HARRISON SHOES INT’L CO.,LTD.(BVI)"
0,SH603958,4,陈玉芳,11.10%,3,"HARRISON SHOES INT’L CO.,LTD.(BVI)"
0,SH603958,4,陈玉荣,11.42%,3,"HARRISON SHOES INT’L CO.,LTD.(BVI)"
0,SH600628,2,上海市黄浦区国有资产监督管理委员会,20.73%,1,上海新世界股份有限公司
0,SH600794,2,张家港保税区金港资产经营有限公司,31.85%,1,张家港保税科技股份有限公司
0,SH600794,3,江苏省张家港张家港保税区管理委员会,100.00%,2,张家港保税区金港资产经营有限公司
0,SH600268,2,国家电力公司南京电力自动化设备总厂,50.26%,1,国电南京自动化股份有限公司
0,SH600268,3,中国华电集团公司,100.00%,2,国家电力公司南京电力自动化设备总厂
0,SH600268,4,国务院国有资产监督管理委员会,100.00%,3,中国华电集团公司
0,SZ002325,2,刘年新,30.26%,1,深圳市洪涛装饰股份有限公司
0,SZ002325,2,新疆日月投资股份有限公司,6.92%,1,深圳市洪涛装饰股份有限公司
0,SZ002325,3,刘年新,33.27%,2,新疆日月投资股份有限公司
0,SZ002598,2,章丘市公有资产经营有限公司,29.81%,1,山东省章丘鼓风机股份有限公司
0,SZ002598,3,章丘市公有资产管理委员会,100.00%,2,章丘市公有资产经营有限公司
0,SH600203,2,福建福日集团有限公司,20.65%,1,福建福日电子股份有限公司
0,SH600203,2,福建省电子信息(集团)有限责任公司,9.57%,1,福建福日电子股份有限公司
0,SH600203,3,福建省电子信息(集团)有限责任公司,100.00%,2,福建福日集团有限公司
0,SH600203,4,福建省国有资产监督管理委员会,100.00%,3,福建省电子信息(集团)有限责任公司
0,SZ002238,2,深圳广播电影电视集团,57.77%,1,深圳市天威视讯股份有限公司
0,SZ300506,2,程宗玉,50.63%,1,深圳市名家汇科技股份有限公司
0,SZ002322,2,宁波天一世纪投资有限责任公司,31.43%,1,宁波理工环境能源科技股份有限公司
0,SZ002322,2,周方洁,3.88%,1,宁波理工环境能源科技股份有限公司
0,SZ002322,3,余艇,32.00%,2,宁波天一世纪投资有限责任公司
0,SZ002322,3,周方洁,31.30%,2,宁波天一世纪投资有限责任公司
0,SZ002322,3,刘笑梅,10.70%,2,宁波天一世纪投资有限责任公司
0,SZ002158,2,巴拿马海尔梅斯公司,32.97%,1,上海汉钟精机股份有限公司
0,SZ002158,3,EXTRAYIELD FINANCE LTD.,100.00%,2,巴拿马海尔梅斯公司
0,SZ002158,4,汉钟精机股份有限公司(台湾),100.00%,3,EXTRAYIELD FINANCE LTD.
0,SZ002158,5,廖哲男,23.09%,4,汉钟精机股份有限公司(台湾)
0,SH601965,2,中国通用技术(集团)控股有限责任公司,63.69%,1,中国汽车工程研究院股份有限公司
0,SH601965,2,中国通用咨询投资有限公司,1.01%,1,中国汽车工程研究院股份有限公司
0,SH601965,2,中国技术进出口总公司,1.01%,1,中国汽车工程研究院股份有限公司
0,SH601965,2,中国机械进出口(集团)有限公司,1.34%,1,中国汽车工程研究院股份有限公司
0,SH601965,3,中国通用技术(集团)控股有限责任公司,98.20%,2,中国通用咨询投资有限公司
0,SH601965,3,中国通用技术(集团)控股有限责任公司,100.00%,2,中国技术进出口总公司
0,SH601965,3,中国通用技术(集团)控股有限责任公司,100.00%,2,中国机械进出口(集团)有限公司
0,SH601965,3,国务院国有资产监督管理委员会,100.00%,2,中国通用技术(集团)控股有限责任公司
0,SH601965,3,中技国际招标公司,0.60%,2,中国通用咨询投资有限公司
0,SH601965,3,中国通用技术(集团)控股有限责任公司,98.20%,2,中国通用咨询投资有限公司
0,SH601965,3,中仪国际招标公司,0.60%,2,中国通用咨询投资有限公司
0,SH601965,3,中机国际招标公司,0.60%,2,中国通用咨询投资有限公司
0,SH601965,4,中国通用技术(集团)控股有限责任公司,100.00%,3,中技国际招标公司
0,SH601965,4,中国通用技术(集团)控股有限责任公司,100.00%,3,中仪国际招标公司
0,SH601965,4,中国通用技术(集团)控股有限责任公司,100.00%,3,中机国际招标公司
0,SZ000156,2,华数数字电视传媒集团有限公司,41.85%,1,华数传媒控股股份有限公司
0,SZ000156,3,临安市城建发展有限公司,1.83%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,富阳广播电视台,2.02%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,东海电影集团有限公司,5.00%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,建德市广播电视台,1.18%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,杭州市余杭区广播电视台,3.85%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,杭州文广投资控股有限公司,25.10%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,杭州日报社,5.11%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,杭州萧山广电国有资产经营有限公司,4.27%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,桐庐县国有资产投资经营有限公司,1.61%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,浙江易通数字电视投资有限公司,25.10%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,淳安县国有资产投资有限公司,1.61%,2,华数数字电视传媒集团有限公司
0,SZ000156,3,西湖电子集团有限公司,9.19%,2,华数数字电视传媒集团有限公司
0,SZ000156,4,杭州市广播电视科学技术研究院,2.00%,3,杭州文广投资控股有限公司
0,SZ000156,4,杭州文化广播电视集团,95.00%,3,杭州文广投资控股有限公司
0,SZ000156,4,浙江广播电视集团有限公司,100.00%,3,浙江易通数字电视投资有限公司
0,SZ000156,5,杭州文化广播电视集团,100.00%,4,杭州市广播电视科学技术研究院
0,SZ000156,5,浙江省广播电视集团,100.00%,4,浙江广播电视集团有限公司
0,SZ000156,6,杭州市财政局,100.00%,5,杭州文化广播电视集团
0,SZ000156,6,浙江省财政厅,100.00%,5,浙江省广播电视集团
0,SZ300100,2,双林集团股份有限公司,48.28%,1,宁波双林汽车部件股份有限公司
0,SZ300100,2,邬建斌,4.55%,1,宁波双林汽车部件股份有限公司
0,SZ300100,3,宁海宝来投资有限公司,42.86%,2,双林集团股份有限公司
0,SZ300100,3,宁波致远投资有限公司,57.14%,2,双林集团股份有限公司
0,SZ300100,4,邬建斌,90.00%,3,宁波致远投资有限公司
0,SZ300100,4,邬维静,5.00%,3,宁波致远投资有限公司
0,SZ300100,4,邬晓静,5.00%,3,宁波致远投资有限公司
0,SZ300100,4,邬建斌,90.00%,3,宁海宝来投资有限公司
0,SZ300100,4,邬晓静,5.00%,3,宁海宝来投资有限公司
0,SZ300100,4,邬维静,5.00%,3,宁海宝来投资有限公司
0,SZ002709,2,徐金富,41.45%,1,广州天赐高新材料股份有限公司
0,SZ002306,2,孟凯,22.70%,1,中科云网科技集团股份有限公司
0,SH600583,2,中国海洋石油南海西部公司,6.65%,1,海洋石油工程股份有限公司
0,SH600583,2,中海石油财务有限责任公司,0.04%,1,海洋石油工程股份有限公司
0,SH600583,2,中国海洋石油渤海公司,0.28%,1,海洋石油工程股份有限公司
0,SH600583,2,中国海洋石油总公司,51.36%,1,海洋石油工程股份有限公司
0,SH600583,3,中国海洋石油总公司,100.00%,2,中国海洋石油南海西部公司
0,SH600583,3,中国海洋石油总公司,62.90%,2,中海石油财务有限责任公司
0,SH600583,3,中国海洋石油总公司,100.00%,2,中国海洋石油渤海公司
0,SH600583,4,国务院国有资产监督管理委员会,100.00%,3,中国海洋石油总公司
0,SH600283,2,中国水务投资有限公司,23.55%,1,钱江水利开发股份有限公司
0,SH600283,3,新华水利控股集团公司,25.00%,2,中国水务投资有限公司
0,SH600283,4,水利部综合事业局,100.00%,3,新华水利控股集团公司
0,SZ300402,2,宝钛集团有限公司,57.52%,1,南京宝色股份公司
0,SZ300402,3,陕西有色金属控股集团有限责任公司,93.36%,2,宝钛集团有限公司
0,SZ300402,3,金堆城钼业集团有限公司,6.64%,2,宝钛集团有限公司
0,SZ300402,4,陕西有色金属控股集团有限责任公司,100.00%,3,金堆城钼业集团有限公司
0,SZ300402,4,陕西省国有资产监督管理委员会,100.00%,3,陕西有色金属控股集团有限责任公司
0,SZ002072,2,西藏信托-鼎证36号集合资金信托计划(吴联模),0.79%,1,凯瑞德控股股份有限公司
0,SZ002072,2,浙江第五季实业有限公司,11.61%,1,凯瑞德控股股份有限公司
0,SZ002072,3,吴联模,100%,2,西藏信托-鼎证36号集合资金信托计划(吴联模)
0,SZ002072,3,吴联模,60.00%,2,浙江第五季实业有限公司
0,SZ002072,3,吴联模,60.00%,2,浙江第五季实业有限公司
0,SZ002072,3,徐克军,40.00%,2,浙江第五季实业有限公司
0,SZ300086,2,海南宏氏投资有限公司,39.49%,1,海南康芝药业股份有限公司
0,SZ300086,2,洪江游,1.09%,1,海南康芝药业股份有限公司
0,SZ300086,3,洪江游,84.00%,2,海南宏氏投资有限公司
0,SH600982,2,宁波电力开发有限公司,4.50%,1,宁波热电股份有限公司
0,SH600982,2,宁波开发投资集团有限公司,30.67%,1,宁波热电股份有限公司
0,SH600982,3,宁波开发投资集团有限公司,100.00%,2,宁波电力开发有限公司
0,SH600982,4,宁波市国有资产监督管理委员会,100.00%,3,宁波开发投资集团有限公司
0,SH600810,2,中国平煤神马能源化工集团有限责任公司,49.28%,1,神马实业股份有限公司
0,SH600810,3,河南省国有资产监督管理委员会,65.15%,2,中国平煤神马能源化工集团有限责任公司
0,SH600110,2,深圳市邦民创业投资有限公司,5.04%,1,诺德投资股份有限公司
0,SH600110,3,深圳市诺德天下实业有限公司,100.00%,2,深圳市邦民创业投资有限公司
0,SH600110,4,陈立志,51.00%,3,深圳市诺德天下实业有限公司
0,SZ300200,2,广州高金技术产业集团有限公司,29.09%,1,北京高盟新材料股份有限公司
0,SZ300200,3,广州诚信投资管理有限公司,48.13%,2,广州高金技术产业集团有限公司
0,SZ300200,3,熊海涛,1.91%,2,广州高金技术产业集团有限公司
0,SZ300200,4,熊海涛,99.01%,3,广州诚信投资管理有限公司
0,SZ000422,2,湖北宜化集团有限责任公司,17.08%,1,湖北宜化化工股份有限公司
0,SZ000422,3,宜昌财富投资管理有限公司,49.00%,2,湖北宜化集团有限责任公司
0,SZ000422,3,宜昌市国有资产监督管理委员会,51.00%,2,湖北宜化集团有限责任公司
0,SZ300264,2,陈坤江,29.15%,1,深圳市佳创视讯技术股份有限公司
0,SZ000078,2,深圳海王集团股份有限公司,45.96%,1,深圳市海王生物工程股份有限公司
0,SZ000078,3,香港恒建企业有限公司,25.40%,2,深圳海王集团股份有限公司
0,SZ000078,3,深圳市银河通投资有限公司,58.96%,2,深圳海王集团股份有限公司
0,SZ000078,4,张思民,70.00%,3,深圳市银河通投资有限公司
0,SZ000078,4,深圳市海合投资发展有限公司,15.00%,3,香港恒建企业有限公司
0,SZ000078,5,张思民,100.00%,4,深圳市海合投资发展有限公司
0,SZ000532,2,珠海铧创投资管理有限公司,0.71%,1,力合股份有限公司
0,SZ000532,2,深圳华金瑞盈股权投资基金管理有限公司,13.26%,1,力合股份有限公司
0,SZ000532,2,珠海金控股权投资基金管理有限公司,14.49%,1,力合股份有限公司
0,SZ000532,3,珠海铧创投资管理有限公司,100.00%,2,深圳华金瑞盈股权投资基金管理有限公司
0,SZ000532,3,珠海金融投资控股有限公司,100.00%,2,珠海铧创投资管理有限公司
0,SZ000532,3,珠海金融投资控股有限公司,100.00%,2,珠海金控股权投资基金管理有限公司
0,SZ000532,4,珠海市免税企业集团有限公司,11.08%,3,珠海金融投资控股有限公司
0,SZ000532,4,珠海公交巴士有限公司,1.85%,3,珠海金融投资控股有限公司
0,SZ000532,4,珠海华发集团有限公司,84.54%,3,珠海金融投资控股有限公司
0,SZ000532,4,珠海格力集团有限公司,2.53%,3,珠海金融投资控股有限公司
0,SZ000532,5,珠海市人民政府国有资产监督管理委员会,100.00%,4,珠海市免税企业集团有限公司
0,SZ000532,5,珠海市人民政府国有资产监督管理委员会,100.00%,4,珠海公交巴士有限公司
0,SZ000532,5,珠海市人民政府国有资产监督管理委员会,100.00%,4,珠海华发集团有限公司
0,SZ000532,5,珠海市人民政府国有资产监督管理委员会,100.00%,4,珠海格力集团有限公司
0,SH601996,2,刘一川,0.72%,1,广西丰林木业集团股份有限公司
0,SH601996,2,FENGLIN INTERNATIONAL LIMITED(丰林国际有限公司),48.94%,1,广西丰林木业集团股份有限公司
0,SH601996,3,丰林(国际)集团控股有限公司,100.00%,2,FENGLIN INTERNATIONAL LIMITED(丰林国际有限公司)
0,SH601996,4,刘一川,100.00%,3,丰林(国际)集团控股有限公司
0,SZ300332,2,天壕投资集团有限公司,21.26%,1,天壕环境股份有限公司
0,SZ300332,2,陈作涛,3.20%,1,天壕环境股份有限公司
0,SZ300332,3,陈作涛,95.00%,2,天壕投资集团有限公司
0,SH600705,2,中国航空工业集团公司,39.16%,1,中航资本控股股份有限公司
0,SH600705,3,国务院国有资产监督管理委员会,100.00%,2,中国航空工业集团公司
0,SZ002707,2,冯滨,31.52%,1,众信旅游集团股份有限公司
0,SZ300277,2,中科汇通(深圳)股权投资基金有限公司,29.85%,1,深圳海联讯科技股份有限公司
0,SH600749,2,国风集团有限公司,20.00%,1,西藏旅游股份有限公司
0,SH600749,3,欧阳旭及其家族,100.00%,2,国风集团有限公司
0,SZ300307,2,孙平范,1.46%,1,宁波慈星股份有限公司
0,SZ300307,2,裕人企业有限公司,25.74%,1,宁波慈星股份有限公司
0,SZ300307,2,宁波裕人投资有限公司,30.95%,1,宁波慈星股份有限公司
0,SZ300307,3,孙平范,100.00%,2,宁波裕人投资有限公司
0,SZ300307,3,慈溪裕人企业咨询管理有限公司,100.00%,2,裕人企业有限公司
0,SZ300307,4,孙平范,98.00%,3,慈溪裕人企业咨询管理有限公司
0,SZ300270,2,石旭刚,57.48%,1,杭州中威电子股份有限公司
0,SH601997,2,贵阳市国有资产投资管理公司,14.40%,1,贵阳银行股份有限公司
0,SH603309,2,高博投资(香港)有限公司,37.39%,1,广州维力医疗器械股份有限公司
0,SH603309,3,向彬,100.00%,2,高博投资(香港)有限公司
0,SZ002746,2,曲立荣,26.40%,1,山东仙坛股份有限公司
0,SZ002746,2,王寿纯,28.69%,1,山东仙坛股份有限公司
0,SZ002148,2,傅乐民,21.25%,1,北京北纬通信科技股份有限公司
0,SH603696,2,林肖芳,54.00%,1,安记食品股份有限公司
0,SZ002344,2,海宁市市场开发服务中心,21.03%,1,海宁中国皮革城股份有限公司
0,SZ002344,2,海宁市资产经营公司,37.89%,1,海宁中国皮革城股份有限公司
0,SZ002344,3,海宁市资产经营公司,100.00%,2,海宁市市场开发服务中心
0,SZ002344,4,海宁市财政局,100.00%,3,海宁市资产经营公司
0,SZ300233,2,赵叶青,1.86%,1,山东金城医药股份有限公司
0,SZ300233,2,赵鸿富,5.05%,1,山东金城医药股份有限公司
0,SZ300233,2,淄博金城实业投资股份有限公司,37.58%,1,山东金城医药股份有限公司
0,SZ300233,2,招金期货-金城一号资产管理计划(赵叶青),0.17%,1,山东金城医药股份有限公司
0,SZ300233,3,赵叶青,3.96%,2,淄博金城实业投资股份有限公司
0,SZ300233,3,赵叶青,100%,2,招金期货-金城一号资产管理计划(赵叶青)
0,SZ300233,3,赵鸿富,53.68%,2,淄博金城实业投资股份有限公司
0,SZ300233,3,赵叶青,3.96%,2,淄博金城实业投资股份有限公司
0,SZ002717,2,尹洪卫,40.01%,1,岭南园林股份有限公司
0,SH600460,2,宋卫权,0.34%,1,杭州士兰微电子股份有限公司
0,SH600460,2,陈国华,0.22%,1,杭州士兰微电子股份有限公司
0,SH600460,2,陈向东,0.99%,1,杭州士兰微电子股份有限公司
0,SH600460,2,郑少波,0.67%,1,杭州士兰微电子股份有限公司
0,SH600460,2,范伟宏,0.85%,1,杭州士兰微电子股份有限公司
0,SH600460,2,罗华兵,0.42%,1,杭州士兰微电子股份有限公司
0,SH600460,2,江忠永,0.66%,1,杭州士兰微电子股份有限公司
0,SH600460,2,杭州士兰控股有限公司,41.17%,1,杭州士兰微电子股份有限公司
0,SH600460,3,陈国华,7.50%,2,杭州士兰控股有限公司
0,SH600460,3,陈向东,17.40%,2,杭州士兰控股有限公司
0,SH600460,3,郑少波,16.90%,2,杭州士兰控股有限公司
0,SH600460,3,范伟宏,16.90%,2,杭州士兰控股有限公司
0,SH600460,3,罗华兵,16.90%,2,杭州士兰控股有限公司
0,SH600460,3,江忠永,16.90%,2,杭州士兰控股有限公司
0,SH600460,3,宋卫权,7.50%,2,杭州士兰控股有限公司
0,SH600713,2,南京新工投资集团有限责任公司,0.24%,1,南京医药股份有限公司
0,SH600713,2,南京医药集团有限责任公司,26.94%,1,南京医药股份有限公司
