,0,1,2,3,4,5
0,SH002088,11,ASP UNIFRAX INVESTCO LP,92.40%,10,"ASP UNIFRAX HOLDINGS, INC."
0,SH002088,12,ASP Manager Corp.,100%,11,ASP UNIFRAX INVESTCO LP
0,SH002088,13,American Securities LLC,100.00%,12,ASP Manager Corp.
0,SH002088,14,Michael G. Fisch 2006 Revocable Trust,50.00%,13,American Securities LLC
0,SH002088,14,ASCP LLC,25.00%,13,American Securities LLC
0,SH002088,15,Michael G. Fisch 2006 Revocable Trust,100.00%,14,ASCP LLC
0,SH002088,15,Michael G. Fisch,100%,14,Michael G. Fisch 2006 Revocable Trust
0,SH002088,2,奇耐联合纤维亚太控股有限公司,29.00%,1,山东鲁阳节能材料股份有限公司
0,SH002088,3,UNIFRAX LUXEMBOURG II SARL,100.00%,2,奇耐联合纤维亚太控股有限公司
0,SH002088,4,UNIFRAX LUXEMBOURG I SARL,100.00%,3,UNIFRAX LUXEMBOURG II SARL
0,SH002088,5,UNIFRAX I LLC,100.00%,4,UNIFRAX LUXEMBOURG I SARL
0,SH002088,6,UNIFRAX HOLDING CO.,100.00%,5,UNIFRAX I LLC
0,SH002088,7,UFX HOLDING II CORPORATION,100.00%,6,UNIFRAX HOLDING CO.
0,SH002088,8,UFX HOLDING I CORPORATION,100.00%,7,UFX HOLDING II CORPORATION
0,SH002088,9,"ASP UNIFRAX INTERMEDIATE HOLDINGS, INC.",100.00%,8,UFX HOLDING I CORPORATION
0,SH002088,10,"ASP UNIFRAX HOLDINGS, INC.",100.00%,9,"ASP UNIFRAX INTERMEDIATE HOLDINGS, INC."
0,SH603887,2,卢静芳,8.22%,1,上海城地建设股份有限公司
0,SH603887,2,谢晓东,32.87%,1,上海城地建设股份有限公司
0,SH600005,2,武汉钢铁(集团)公司,57.66%,1,武汉钢铁股份有限公司
0,SH600005,3,国务院国有资产监督管理委员会,100.00%,2,武汉钢铁(集团)公司
0,SH601128,2,交通银行股份有限公司,9.00%,1,江苏常熟农村商业银行股份有限公司
0,SH601216,2,杜江涛,31.95%,1,内蒙古君正能源化工集团股份有限公司
0,SH601216,2,乌海市君正科技产业有限责任公司,21.41%,1,内蒙古君正能源化工集团股份有限公司
0,SH601216,3,杜江涛,25.00%,2,乌海市君正科技产业有限责任公司
0,SH600410,2,王维航,10.23%,1,北京华胜天成科技股份有限公司
0,SH600908,2,国联信托股份有限公司,9.00%,1,无锡农村商业银行股份有限公司
0,SH603601,2,郭茂,44.75%,1,重庆再升科技股份有限公司
0,SZ000518,2,昆山国创投资集团有限公司,0.70%,1,江苏四环生物股份有限公司
0,SZ000518,2,昆山市创业投资有限公司,7.06%,1,江苏四环生物股份有限公司
0,SH601137,2,博威集团有限公司,33.91%,1,宁波博威合金材料股份有限公司
0,SH601137,2,冠峰亚太有限公司,12.75%,1,宁波博威合金材料股份有限公司
0,SH601137,2,宁波梅山保税港区鼎顺物流有限公司,0.88%,1,宁波博威合金材料股份有限公司
0,SH601137,3,谢识才,81.02%,2,博威集团有限公司
0,SH601137,3,博威集团(香港)有限公司,100.00%,2,冠峰亚太有限公司
0,SH601137,4,博威集团有限公司,100.00%,3,博威集团(香港)有限公司
0,SZ300210,2,郭松森,43.94%,1,鞍山森远路桥股份有限公司
0,SH600571,2,郭华强,7.82%,1,信雅达系统工程股份有限公司
0,SH600571,2,杭州信雅达电子有限公司,19.58%,1,信雅达系统工程股份有限公司
0,SH600571,3,郭华强,75.32%,2,杭州信雅达电子有限公司
0,SH600976,2,华方医药科技有限公司,22.07%,1,健民药业集团股份有限公司
0,SH600976,2,华立集团股份有限公司,3.02%,1,健民药业集团股份有限公司
0,SH600976,3,华立集团股份有限公司,100.00%,2,华方医药科技有限公司
0,SH600976,4,浙江立成实业有限公司,45.92%,3,华立集团股份有限公司
0,SH600976,4,孙水坤,6.59%,3,华立集团股份有限公司
0,SH600976,4,汪力成,8.54%,3,华立集团股份有限公司
0,SH600976,5,汪力成,100.00%,4,浙江立成实业有限公司
0,SZ002161,2,陈光珠,4.71%,1,深圳市远望谷信息技术股份有限公司
0,SZ002161,2,徐玉锁,24.40%,1,深圳市远望谷信息技术股份有限公司
0,SH600620,2,上海成元投资管理有限公司,4.09%,1,上海市天宸股份有限公司
0,SH600620,2,上海仲盛虹桥企业管理有限公司,25.08%,1,上海市天宸股份有限公司
0,SH600620,3,上海锦元商业发展有限公司,100.00%,2,上海成元投资管理有限公司
0,SH600620,3,北京新盛房地产开发有限公司,100.00%,2,上海仲盛虹桥企业管理有限公司
0,SH600620,4,上海成元投资管理有限公司,40.00%,3,北京新盛房地产开发有限公司
0,SH600620,4,仲盛发展有限公司,60.00%,3,北京新盛房地产开发有限公司
0,SH600620,4,成艳娴,60.00%,3,上海锦元商业发展有限公司
0,SH600620,4,朱卫华,40.00%,3,上海锦元商业发展有限公司
0,SH600620,5,叶立培,50.00%,4,仲盛发展有限公司
0,SH600620,5,叶茂菁,50.00%,4,仲盛发展有限公司
0,SH603999,2,读者出版集团有限公司,57.84%,1,读者出版传媒股份有限公司
0,SH603999,3,甘肃省国有资产管理监督委员会,100.00%,2,读者出版集团有限公司
0,SH603999,4,甘肃省人民政府,100.00%,3,甘肃省国有资产管理监督委员会
0,SZ300451,2,杭州阜康投资有限公司,12.09%,1,创业软件股份有限公司
0,SZ300451,2,葛航,20.66%,1,创业软件股份有限公司
0,SZ300451,3,浙江中宇科技风险投资有限公司,58.61%,2,杭州阜康投资有限公司
0,SZ300451,4,葛航,90.00%,3,浙江中宇科技风险投资有限公司
0,SZ002722,2,安富国际(香港)投资有限公司,14.31%,1,金轮蓝海股份有限公司
0,SZ002722,2,蓝海投资江苏有限公司,36.05%,1,金轮蓝海股份有限公司
0,SZ002722,3,ROCK JET INTERNATIONAL LIMITED,100.00%,2,安富国际(香港)投资有限公司
0,SZ002722,3,南通金轮企业投资有限公司,86.20%,2,蓝海投资江苏有限公司
0,SZ002722,4,陆挺,62.79%,3,ROCK JET INTERNATIONAL LIMITED
0,SZ002722,4,陆挺,75.00%,3,南通金轮企业投资有限公司
0,SZ300308,2,山东中际投资控股有限公司,46.01%,1,山东中际电工装备股份有限公司
0,SZ300308,3,王伟修,52.06%,2,山东中际投资控股有限公司
0,SZ300536,2,吴世雄,14.61%,1,武汉农尚环境股份有限公司
0,SZ300536,2,吴亮,32.22%,1,武汉农尚环境股份有限公司
0,SZ300536,2,赵晓敏,14.84%,1,武汉农尚环境股份有限公司
0,SZ300541,2,范丽明,6.71%,1,北京先进数通信息技术股份公司
0,SZ002212,2,郑钟南,54.63%,1,广东南洋电缆集团股份有限公司
0,SZ300547,2,文建树,7.84%,1,四川川环科技股份有限公司
0,SZ300547,2,文谟统,16.68%,1,四川川环科技股份有限公司
0,SZ300458,2,张建辉,9.58%,1,珠海全志科技股份有限公司
0,SZ300369,2,联想投资有限公司,13.01%,1,北京神州绿盟信息安全科技股份有限公司
0,SZ300369,2,沈继业,12.43%,1,北京神州绿盟信息安全科技股份有限公司
0,SZ300369,2,Investor AB Limited,20.77%,1,北京神州绿盟信息安全科技股份有限公司
0,SZ300369,2,雷岩投资有限公司,9.73%,1,北京神州绿盟信息安全科技股份有限公司
0,SZ300038,2,张敏,23.47%,1,北京梅泰诺通信技术股份有限公司
0,SZ300038,2,张志勇,2.66%,1,北京梅泰诺通信技术股份有限公司
0,SZ300546,2,郑嵩,5.85%,1,深圳市雄帝科技股份有限公司
0,SZ300546,2,高晶,39.79%,1,深圳市雄帝科技股份有限公司
0,SZ300525,2,陈航,20.98%,1,福建博思软件股份有限公司
0,SZ300522,2,吕仕铭,39.65%,1,苏州世名科技股份有限公司
0,SZ300522,2,王敏,6.30%,1,苏州世名科技股份有限公司
0,SZ300522,2,昆山市世名投资有限公司,3.75%,1,苏州世名科技股份有限公司
0,SZ300522,3,王敏,40.00%,2,昆山市世名投资有限公司
0,SZ300522,3,吕仕铭,60.00%,2,昆山市世名投资有限公司
0,SZ300202,2,柳永诠,28.17%,1,聚龙股份有限公司
0,SZ300202,2,新疆科大聚龙集团股权投资有限合伙企业,20.81%,1,聚龙股份有限公司
0,SZ300202,2,周素芹,6.60%,1,聚龙股份有限公司
0,SZ300202,3,周素芹,27.57%,2,新疆科大聚龙集团股权投资有限合伙企业
0,SZ300202,3,柳长庆,72.43%,2,新疆科大聚龙集团股权投资有限合伙企业
0,SZ300184,2,赵马克,23.28%,1,武汉力源信息技术股份有限公司
0,SZ002515,2,施延军,22.08%,1,金字火腿股份有限公司
0,SZ002439,2,严立,5.64%,1,启明星辰信息技术集团股份有限公司
0,SZ002439,2,西藏天辰科技股份有限公司,0.39%,1,启明星辰信息技术集团股份有限公司
0,SZ002439,2,王佳,30.55%,1,启明星辰信息技术集团股份有限公司
0,SZ002439,3,王佳,59.65%,2,西藏天辰科技股份有限公司
0,SZ000953,2,宁波银亿控股有限公司,29.59%,1,广西河池化工股份有限公司
0,SZ000953,3,宁波如升实业有限公司,25.00%,2,宁波银亿控股有限公司
0,SZ000953,3,银亿集团有限公司,75.00%,2,宁波银亿控股有限公司
0,SZ000953,4,银亿投资控股集团有限公司,100.00%,3,宁波如升实业有限公司
0,SZ000953,4,银亿投资控股集团有限公司,100.00%,3,银亿集团有限公司
0,SZ000953,5,熊续强,99.99%,4,银亿投资控股集团有限公司
0,SH600019,2,宝钢集团有限公司,74.88%,1,宝山钢铁股份有限公司
0,SH600019,3,国务院国有资产监督管理委员会,100.00%,2,宝钢集团有限公司
0,SZ300533,2,刘和国,43.84%,1,深圳冰川网络股份有限公司
0,SZ300543,2,刘显武,36.12%,1,深圳市朗科智能电气股份有限公司
0,SZ300491,2,马晓峰,16.67%,1,石家庄通合电子科技股份有限公司
0,SZ300491,2,李明谦,16.67%,1,石家庄通合电子科技股份有限公司
0,SZ300491,2,贾彤颖,19.97%,1,石家庄通合电子科技股份有限公司
0,SZ300531,2,香港优博讯科技控股集团有限公司,50.02%,1,深圳市优博讯科技股份有限公司
0,SZ300531,3,刘丹,40.00%,2,香港优博讯科技控股集团有限公司
0,SZ300531,3,"郭颂,陈弋寒夫妇",60.00%,2,香港优博讯科技控股集团有限公司
0,SZ002812,2,Sherry Lee,5.97%,1,云南创新新材料股份有限公司
0,SZ002812,2,李晓明,14.61%,1,云南创新新材料股份有限公司
0,SZ002812,2,玉溪合益投资有限公司,27.58%,1,云南创新新材料股份有限公司
0,SZ300423,2,莱阳微红投资有限责任公司,8.57%,1,山东鲁亿通智能电气股份有限公司
0,SZ300423,2,纪法清,45.60%,1,山东鲁亿通智能电气股份有限公司
0,SZ300423,3,纪法清,58.75%,2,莱阳微红投资有限责任公司
0,SH600233,2,平潭圆鼎一期投资合伙企业(有限合伙),1.38%,1,大连大杨创世股份有限公司
0,SH600233,2,上海圆翔投资管理合伙企业(有限合伙),1.61%,1,大连大杨创世股份有限公司
0,SH600233,2,上海圆欣投资管理合伙企业(有限合伙),1.61%,1,大连大杨创世股份有限公司
0,SH600233,2,上海圆越投资管理合伙企业(有限合伙),1.61%,1,大连大杨创世股份有限公司
0,SH600233,2,上海圆通蛟龙投资发展(集团)有限公司,51.18%,1,大连大杨创世股份有限公司
0,SH600233,2,上海圆科投资管理合伙企业(有限合伙),1.61%,1,大连大杨创世股份有限公司
0,SH600233,3,平潭圆汉投资管理合伙企业(有限合伙),0.12%,2,平潭圆鼎一期投资合伙企业(有限合伙)
0,SH600233,3,喻会蛟,25.00%,2,平潭圆鼎一期投资合伙企业(有限合伙)
0,SH600233,3,上海圆赞投资管理有限公司,0.50%,2,上海圆科投资管理合伙企业(有限合伙)
0,SH600233,3,喻会蛟,80.02%,2,上海圆科投资管理合伙企业(有限合伙)
0,SH600233,3,张小娟,49.00%,2,上海圆通蛟龙投资发展(集团)有限公司
0,SH600233,3,喻会蛟,51.00%,2,上海圆通蛟龙投资发展(集团)有限公司
0,SH600233,3,上海圆赞投资管理有限公司,0.50%,2,上海圆翔投资管理合伙企业(有限合伙)
0,SH600233,3,喻会蛟,99.50%,2,上海圆翔投资管理合伙企业(有限合伙)
0,SH600233,3,上海圆赞投资管理有限公司,0.50%,2,上海圆欣投资管理合伙企业(有限合伙)
0,SH600233,3,喻会蛟,31.88%,2,上海圆欣投资管理合伙企业(有限合伙)
0,SH600233,3,上海圆赞投资管理有限公司,0.50%,2,上海圆越投资管理合伙企业(有限合伙)
0,SH600233,3,喻会蛟,75.17%,2,上海圆越投资管理合伙企业(有限合伙)
0,SH600233,4,喻会蛟,53.40%,3,平潭圆汉投资管理合伙企业(有限合伙)
0,SH600233,4,浙江圆康投资管理有限公司,1.00%,3,平潭圆汉投资管理合伙企业(有限合伙)
0,SH600233,4,张小娟,49.00%,3,上海圆赞投资管理有限公司
0,SH600233,4,喻会蛟,51.00%,3,上海圆赞投资管理有限公司
0,SH600233,5,喻会蛟,60.00%,4,浙江圆康投资管理有限公司
0,SZ002368,2,中电科投资控股有限公司,3.79%,1,太极计算机股份有限公司
0,SZ002368,2,华北计算技术研究所(中国电子科技集团公司第十五研究所),37.50%,1,太极计算机股份有限公司
0,SZ002368,3,中国电子科技集团公司,100.00%,2,中电科投资控股有限公司
0,SZ002368,3,中国电子科技集团公司,100.00%,2,华北计算技术研究所(中国电子科技集团公司第十五研究所)
0,SZ002368,4,国务院国有资产监督管理委员会,100.00%,3,中国电子科技集团公司
0,SH603738,2,何虎,1.50%,1,湖北泰晶电子科技股份有限公司
0,SH603738,2,喻信辉,5.40%,1,湖北泰晶电子科技股份有限公司
0,SH603738,2,喻信东,42.59%,1,湖北泰晶电子科技股份有限公司
0,SH603738,2,王丹,8.70%,1,湖北泰晶电子科技股份有限公司
0,SH603189,2,上海网鸣投资中心(有限合伙),5.43%,1,上海网达软件股份有限公司
0,SH603189,2,蒋宏业,43.21%,1,上海网达软件股份有限公司
0,SH603189,3,蒋宏业,0.50%,2,上海网鸣投资中心(有限合伙)
0,SZ300542,2,张燕生,11.43%,1,新晨科技股份有限公司
0,SZ300542,2,康路,13.14%,1,新晨科技股份有限公司
0,SZ300542,2,李小华,0.15%,1,新晨科技股份有限公司
0,SZ300542,2,李福华,14.59%,1,新晨科技股份有限公司
0,SZ300545,2,聂泉,64.73%,1,深圳市联得自动化装备股份有限公司
0,SZ002676,2,蒋九明,29.00%,1,广东顺威精密塑料股份有限公司
0,SZ300231,2,詹立雄,26.54%,1,北京银信长远科技股份有限公司
0,SZ002560,2,史万福,24.22%,1,河南通达电缆股份有限公司
0,SZ002560,2,华泰远见1号集合资产管理计划(史万福),1.07%,1,河南通达电缆股份有限公司
0,SZ002560,2,华泰远见1号集合资产管理计划(马红菊),1.07%,1,河南通达电缆股份有限公司
0,SZ002560,2,马红菊,17.29%,1,河南通达电缆股份有限公司
0,SZ002560,3,马红菊,100%,2,华泰远见1号集合资产管理计划(马红菊)
0,SZ002560,3,史万福,100%,2,华泰远见1号集合资产管理计划(史万福)
0,SZ300549,2,昆山曼尼商务咨询有限公司,1.63%,1,优德精密工业(昆山)股份有限公司
0,SZ300549,2,曾正雄,33.77%,1,优德精密工业(昆山)股份有限公司
0,SZ300549,3,曾正雄,100.00%,2,昆山曼尼商务咨询有限公司
0,SZ300242,2,周建林,25.90%,1,广东明家联合移动科技股份有限公司
0,SH600113,2,浙江东方集团公司,48.97%,1,浙江东日股份有限公司
0,SH600113,3,温州市现代服务业投资集团有限公司,100.00%,2,浙江东方集团公司
0,SH600113,4,温州市人民政府国有资产监督管理委员会,100.00%,3,温州市现代服务业投资集团有限公司
0,SZ000757,2,天津市新濠汽车投资有限公司,0.65%,1,四川浩物机电股份有限公司
0,SZ000757,2,天津天物汽车发展有限公司,0.66%,1,四川浩物机电股份有限公司
0,SZ000757,2,天津天物国际贸易发展有限公司,0.66%,1,四川浩物机电股份有限公司
0,SZ000757,2,天津市浩物机电汽车贸易有限公司,30.74%,1,四川浩物机电股份有限公司
0,SZ000757,3,天津市浩物机电汽车贸易有限公司,100.00%,2,天津市新濠汽车投资有限公司
0,SZ000757,3,天津市浩物机电汽车贸易有限公司,100.00%,2,天津天物汽车发展有限公司
0,SZ000757,3,天津市浩物机电汽车贸易有限公司,100.00%,2,天津天物国际贸易发展有限公司
0,SZ000757,4,天津物产集团有限公司,100.00%,3,天津市浩物机电汽车贸易有限公司
0,SZ000757,5,天津市国有资产管理委员会,100.00%,4,天津物产集团有限公司
0,SH600614,2,鼎立控股集团股份有限公司,11.43%,1,上海鼎立科技发展(集团)股份有限公司
0,SH600614,3,许宝星,66.99%,2,鼎立控股集团股份有限公司
0,SH600321,2,王春鸣,0.43%,1,四川国栋建设股份有限公司
0,SH600321,2,四川国栋建设集团有限公司,45.53%,1,四川国栋建设股份有限公司
0,SH600321,3,王春鸣,55.00%,2,四川国栋建设集团有限公司
0,SH601616,2,新余旻杰投资管理有限公司,14.04%,1,上海广电电气(集团)股份有限公司
0,SH601616,2,赵淑文,2.68%,1,上海广电电气(集团)股份有限公司
0,SH601616,3,赵淑文,66.60%,2,新余旻杰投资管理有限公司
0,SH601616,3,YAN JAMES,16.70%,2,新余旻杰投资管理有限公司
0,SH601616,3,YAN YIMIN,16.70%,2,新余旻杰投资管理有限公司
0,SZ300422,2,许开绍,3.89%,1,广西博世科环保科技股份有限公司
0,SZ300422,2,王双飞,23.78%,1,广西博世科环保科技股份有限公司
0,SZ300422,2,宋海农,3.89%,1,广西博世科环保科技股份有限公司
0,SZ300422,2,杨崎峰,3.89%,1,广西博世科环保科技股份有限公司
0,SZ002511,2,邓冠彪,0.26%,1,中顺洁柔纸业股份有限公司
0,SZ002511,2,广东中顺纸业集团有限公司,29.14%,1,中顺洁柔纸业股份有限公司
0,SZ002511,2,中顺公司,20.67%,1,中顺洁柔纸业股份有限公司
0,SZ002511,2,邓冠杰,0.10%,1,中顺洁柔纸业股份有限公司
0,SZ002511,2,邓颖忠,0.50%,1,中顺洁柔纸业股份有限公司
0,SZ002511,3,邓冠彪,20.00%,2,广东中顺纸业集团有限公司
0,SZ002511,3,邓冠杰,20.00%,2,广东中顺纸业集团有限公司
0,SZ002511,3,邓颖忠,60.00%,2,广东中顺纸业集团有限公司
0,SZ002511,3,邓颖忠,60.00%,2,广东中顺纸业集团有限公司
0,SZ002511,3,邓颖忠,100.00%,2,中顺公司
0,SZ002554,2,潘峰,7.82%,1,华油惠博普科技股份有限公司
0,SZ002554,2,肖荣,9.07%,1,华油惠博普科技股份有限公司
0,SZ002554,2,黄松,17.61%,1,华油惠博普科技股份有限公司
0,SZ002554,2,白明垠,11.24%,1,华油惠博普科技股份有限公司
0,SH600660,2,曹德旺,0.01%,1,福耀玻璃工业集团股份有限公司
0,SH600660,2,福建省耀华工业村开发有限公司,1.37%,1,福耀玻璃工业集团股份有限公司
0,SH600660,2,鸿侨海外有限公司,0.48%,1,福耀玻璃工业集团股份有限公司
0,SH600660,2,三益发展有限公司,15.57%,1,福耀玻璃工业集团股份有限公司
0,SH600660,3,香港洪毅有限公司,100.00%,2,福建省耀华工业村开发有限公司
0,SH600660,3,曹德旺,100.00%,2,鸿侨海外有限公司
0,SH600660,3,曹德旺,100.00%,2,三益发展有限公司
0,SH600660,4,曹德旺,0.01%,3,香港洪毅有限公司
0,SH600877,2,中国南方工业集团公司,22.34%,1,中国嘉陵工业股份有限公司(集团)
0,SH600877,3,国务院国有资产监督管理委员会,100.00%,2,中国南方工业集团公司
0,SZ300532,2,深圳市华锐丰投资合伙企业(有限合伙),3.15%,1,深圳市今天国际物流技术股份有限公司
0,SZ300532,2,邵健伟,46.98%,1,深圳市今天国际物流技术股份有限公司
0,SZ300532,3,邵健伟,68.80%,2,深圳市华锐丰投资合伙企业(有限合伙)
0,SZ300513,2,张小红,10.37%,1,北京恒泰实达科技股份有限公司
0,SZ300513,2,钱苏晋,24.60%,1,北京恒泰实达科技股份有限公司
0,SZ000011,2,深圳市投资控股有限公司,54.33%,1,深圳市物业发展(集团)股份有限公司
0,SZ000011,3,深圳市国有资产监督管理委员会,100.00%,2,深圳市投资控股有限公司
0,SZ000820,2,朱祖国及其一致行动人,23.20%,1,金城造纸股份有限公司
0,SZ300065,2,上海言盛投资合伙企业(有限合伙),8.18%,1,北京海兰信数据科技股份有限公司
0,SZ300065,2,申万秋,21.58%,1,北京海兰信数据科技股份有限公司
0,SZ300065,3,申万秋,9.73%,2,上海言盛投资合伙企业(有限合伙)
0,SZ300410,2,东莞市正业实业投资有限公司,50.31%,1,广东正业科技股份有限公司
0,SZ300410,3,徐地明,10.00%,2,东莞市正业实业投资有限公司
0,SZ300410,3,徐地华,35.00%,2,东莞市正业实业投资有限公司
0,SZ300410,3,徐国凤,20.00%,2,东莞市正业实业投资有限公司
0,SZ300496,2,赵鸿飞,35.22%,1,中科创达软件股份有限公司
0,SH600584,2,江苏新潮科技集团有限公司,18.37%,1,江苏长电科技股份有限公司
0,SH600584,3,王新潮,50.99%,2,江苏新潮科技集团有限公司
0,SZ002773,2,成都康弘科技实业(集团)有限公司,33.29%,1,成都康弘药业集团股份有限公司
0,SZ002773,2,钟建荣,1.21%,1,成都康弘药业集团股份有限公司
0,SZ002773,2,柯潇,8.18%,1,成都康弘药业集团股份有限公司
0,SZ002773,2,柯尊洪,25.68%,1,成都康弘药业集团股份有限公司
0,SZ002773,3,柯尊洪,81.00%,2,成都康弘科技实业(集团)有限公司
0,SZ300327,2,威朗国际集团有限公司,26.94%,1,中颖电子股份有限公司
0,SZ300327,3,傅启明,72.40%,2,威朗国际集团有限公司
0,SZ300484,2,黄主明,2.25%,1,深圳市蓝海华腾技术股份有限公司
0,SZ300484,2,邱文渊,15.36%,1,深圳市蓝海华腾技术股份有限公司
0,SZ300484,2,时仁帅,5.60%,1,深圳市蓝海华腾技术股份有限公司
0,SZ300484,2,傅颖,6.45%,1,深圳市蓝海华腾技术股份有限公司
0,SZ300484,2,徐学海,9.64%,1,深圳市蓝海华腾技术股份有限公司
0,SZ300484,2,姜仲文,6.94%,1,深圳市蓝海华腾技术股份有限公司
0,SZ002127,2,上海丰南投资中心(有限合伙),3.26%,1,南极电商股份有限公司
0,SZ002127,2,朱雪莲,2.93%,1,南极电商股份有限公司
0,SZ002127,2,张玉祥,26.78%,1,南极电商股份有限公司
0,SZ002127,3,张玉祥,75.47%,2,上海丰南投资中心(有限合伙)
0,SZ300188,2,郭永芳,23.58%,1,厦门市美亚柏科信息股份有限公司
0,SZ300188,2,滕达,100%,1,厦门市美亚柏科信息股份有限公司
0,SZ000007,2,广州博融投资有限公司,15.17%,1,深圳市全新好股份有限公司
0,SZ000007,2,练卫飞,10.82%,1,深圳市全新好股份有限公司
0,SZ000007,3,深圳市源亨信投资有限公司,97.22%,2,广州博融投资有限公司
0,SZ000007,3,广州帕萨特汽车销售有限公司,2.78%,2,广州博融投资有限公司
0,SZ000007,4,练卫飞,100.00%,3,深圳市源亨信投资有限公司
0,SZ000007,5,深圳前海全新好金融控股投资有限公司,100%,4,练卫飞
0,SZ000007,6,吴日松,35.00%,5,深圳前海全新好金融控股投资有限公司
0,SZ002010,2,传化集团有限公司,60.56%,1,浙江传化股份有限公司
0,SZ002010,2,徐观宝,1.12%,1,浙江传化股份有限公司
0,SZ002010,2,徐冠巨,1.95%,1,浙江传化股份有限公司
0,SZ002010,3,徐传化,7.35%,2,传化集团有限公司
0,SZ002010,3,徐冠巨,50.03%,2,传化集团有限公司
0,SZ002010,3,徐观宝,42.62%,2,传化集团有限公司
0,SZ300534,2,西北永新集团有限公司,26.10%,1,甘肃陇神戎发药业股份有限公司
0,SZ300534,2,兰州永新大贸贸易有限责任公司,3.83%,1,甘肃陇神戎发药业股份有限公司
0,SZ300534,2,甘肃生物产业创业投资基金有限公司,7.19%,1,甘肃陇神戎发药业股份有限公司
0,SZ300534,2,甘肃省循环经济产业投资基金合伙企业(有限合伙),3.00%,1,甘肃陇神戎发药业股份有限公司
0,SZ300534,2,甘肃省新业资产经营有限责任公司,1.70%,1,甘肃陇神戎发药业股份有限公司
0,SZ300534,3,甘肃省国有资产投资集团有限公司,45.00%,2,甘肃生物产业创业投资基金有限公司
0,SZ300534,3,甘肃省国有资产投资集团有限公司,46.51%,2,甘肃省循环经济产业投资基金合伙企业(有限合伙)
0,SZ300534,3,甘肃省国有资产监督管理委员会,100.00%,2,西北永新集团有限公司
0,SZ300534,3,甘肃省国有资产监督管理委员会,100.00%,2,甘肃省新业资产经营有限责任公司
0,SZ300534,3,西北永新集团有限公司,100.00%,2,兰州永新大贸贸易有限责任公司
0,SZ300534,4,甘肃省国有资产监督管理委员会,100.00%,3,甘肃省国有资产投资集团有限公司
0,SH603021,2,张刚,1.35%,1,山东华鹏玻璃股份有限公司
0,SH603021,2,张德华,33.69%,1,山东华鹏玻璃股份有限公司
0,SZ300302,2,周泽湘,19.19%,1,北京同有飞骥科技股份有限公司
0,SZ300302,2,佟易虹,15.97%,1,北京同有飞骥科技股份有限公司
0,SZ300302,2,杨永松,15.09%,1,北京同有飞骥科技股份有限公司
0,SZ300166,2,霍卫平,12.42%,1,北京东方国信科技股份有限公司
0,SZ300166,2,管连平,16.99%,1,北京东方国信科技股份有限公司
0,SZ000731,2,成都华川石油天然气勘探开发总公司,12.18%,1,四川美丰化工股份有限公司
0,SZ000731,3,中国石油化工集团公司,100.00%,2,成都华川石油天然气勘探开发总公司
0,SZ000731,4,国务院国有资产监督管理委员会,100.00%,3,中国石油化工集团公司
0,SH603111,2,南京工程学院资产经营有限责任公司,11.52%,1,南京康尼机电股份有限公司
0,SH603909,2,刘德全,7.80%,1,合诚工程咨询集团股份有限公司
0,SH603909,2,高玮琳,2.89%,1,合诚工程咨询集团股份有限公司
0,SH603909,2,何大喜,7.80%,1,合诚工程咨询集团股份有限公司
0,SH603909,2,黄和宾,10.65%,1,合诚工程咨询集团股份有限公司
0,SH603909,2,黄爱平,3.49%,1,合诚工程咨询集团股份有限公司
0,SH603909,2,林东明,3.71%,1,合诚工程咨询集团股份有限公司
0,SH603909,2,陈俊平,3.56%,1,合诚工程咨询集团股份有限公司
0,SH603909,2,陈天培,5.25%,1,合诚工程咨询集团股份有限公司
0,SZ300538,2,华青翠,25.76%,1,深圳市同益实业股份有限公司
0,SZ300538,2,邵羽南,24.94%,1,深圳市同益实业股份有限公司
0,SH600980,2,北京矿冶研究总院,40.00%,1,北矿科技股份有限公司
0,SH600980,3,国务院国有资产监督管理委员会,100.00%,2,北京矿冶研究总院
0,SZ002619,2,金华巨龙文化产业投资有限公司,12.57%,1,浙江巨龙管业股份有限公司
0,SZ002619,2,浙江巨龙控股集团有限公司,11.37%,1,浙江巨龙管业股份有限公司
0,SZ002619,2,吕仁高,4.50%,1,浙江巨龙管业股份有限公司
0,SZ002619,3,浙江巨龙控股集团有限公司,100.00%,2,金华巨龙文化产业投资有限公司
0,SZ002619,4,吕仁高,90.00%,3,浙江巨龙控股集团有限公司
0,SZ300221,2,谭颂斌,1.80%,1,广东银禧科技股份有限公司
0,SZ300221,2,石河子市瑞晨股权投资合伙企业(有限合伙),26.10%,1,广东银禧科技股份有限公司
0,SZ300221,2,新余德康投资管理有限公司,3.73%,1,广东银禧科技股份有限公司
0,SZ300221,3,谭颂斌,90.00%,2,石河子市瑞晨股权投资合伙企业(有限合伙)
0,SZ300221,3,周娟,10.00%,2,石河子市瑞晨股权投资合伙企业(有限合伙)
0,SZ300221,3,周娟,10.00%,2,石河子市瑞晨股权投资合伙企业(有限合伙)
0,SZ300221,3,周娟,61.33%,2,新余德康投资管理有限公司
0,SZ300366,2,陆文斌,36.43%,1,四川创意信息技术股份有限公司
0,SZ300419,2,孙成文,22.28%,1,北京浩丰创源科技股份有限公司
0,SH600566,2,曹龙祥,5.79%,1,湖北济川药业股份有限公司
0,SH600566,2,周国娣,2.65%,1,湖北济川药业股份有限公司
